Source,Content,Codes
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"US state
",Independent Variable
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"income
",Covariate
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"race/ethnicity
",Covariate
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"sex
",Covariate
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"poverty
",Covariate
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"Raking procedures
",Statistical Model
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"State-level variation in demographic composition influences the magnitude of mental health symptom prevalence, with projected prevalence of many psychopathology symptoms nearly doubling between states based on demographic composition alone. State variation in psychiatric symptom prevalence among children underscores the importance of the social environment and drivers of sociodemographic risk.
",Findings
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"Given the consistently higher symptoms among children from lower-income families, part of supporting a robust mental health infrastructure is ensuring care and coverage for lower-income families.
",Findings
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"Mental health services for children exhibit highly variable accessibility across demographics (e.g., higher rates of access among white children) and geography, with some states exhibiting more than twice as much utilization as others (e.g., 2016–2019 data showing 6.5% of all youth ages 3–17 in Nevada accessing treatment vs 15.6% in Montana) (Bitsko et al., 2022).
",Findings
Keyes-2024-10.1016_j.ssmmh.2024.100361.pdf,"In summary, this study used projected estimates weighted to statelevel demographies to examine potential heterogeneity in psychopathology symptoms among US children. Not only did this approach demonstrate substantial heterogeneity in symptom prevalence, but also identified potential regions for further examination, such as parts of the South and Vermont.
",Findings
Keyin-2025-10.1155_da_6514030.pdf,"release 5.0
",ABCD Release
Keyin-2025-10.1155_da_6514030.pdf,"baseline
",ABCD Time Point
Keyin-2025-10.1155_da_6514030.pdf,"1-year follow-up
",ABCD Time Point
Keyin-2025-10.1155_da_6514030.pdf,"2-year follow-up
",ABCD Time Point
Keyin-2025-10.1155_da_6514030.pdf,"3-year followup
",ABCD Time Point
Keyin-2025-10.1155_da_6514030.pdf,"N=786
",Sample Size
Keyin-2025-10.1155_da_6514030.pdf,"ages 9–10
",Participant Age
Keyin-2025-10.1155_da_6514030.pdf,"ages 10–11
",Participant Age
Keyin-2025-10.1155_da_6514030.pdf,"ages 11–12
",Participant Age
Keyin-2025-10.1155_da_6514030.pdf,"ages 12–13
",Participant Age
Keyin-2025-10.1155_da_6514030.pdf,"Participant selection criteria in this study were as follows.
At the baseline (N=2266), 1-year follow-up (N=2128), and 2-year follow-up (N=1626), individuals with STA who progressed to AX in the subsequent year were categorized into the STA→AX group (N=308). Among baseline individuals with STA (N=2266), those who maintained STA during the 3-year follow-up period were included in the STA→STA group (N=229), and those who transitioned to HC status at the 1-year follow-up and maintained this state in the following years were classified into the STA→HCs group (N= 249). Among baseline HCs (N=9290), those who maintained a healthy status during 3-year follow-up period were included in the HCs group (N=3455). The exclusion criteria in the participant screening process were individuals who did not meet the corresponding status at follow-up and those with missing scale data at follow-up. The inclusion criterion was individuals who met the category defined by the CBCLAP scale threshold at follow-up.
",Participant
Keyin-2025-10.1155_da_6514030.pdf,"prognosis of STA at baseline
",Dependent Variable
Keyin-2025-10.1155_da_6514030.pdf,"The participants were deemed to have STA when the t-scores of the CBCL–anxiety scale were 55–69 [26].
",DV Supporting Info
Keyin-2025-10.1155_da_6514030.pdf,"Participants with a t-score of 70 or higher were classified as having an AX [26].
",DV Supporting Info
Keyin-2025-10.1155_da_6514030.pdf,"HCs refer to participants with t-score on the CBCL–anxiety scale lower than 55 [26]. Remission from STA refers to returning to a healthy state.
",DV Supporting Info
Keyin-2025-10.1155_da_6514030.pdf,"age
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"sex
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"handedness
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"family income
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"psychiatric family histories
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"parent education
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"area deprivation index [ADI]
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"recent social deprivation [RSD]
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"body mass index [BMI]
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"screen time
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"physical activity
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"sleep disturbances
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"substance use
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"behavioral inhibition
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"UPPS-P impulsive behavior
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"prodromal psychosis
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"depression
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"somatic problems
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"attention-deficit/hyperactivity disorder [ADHD]
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"oppositional defiance
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"conduct disorder
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"sluggish cognitive tempo
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"traumatic experiences
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"parents’ multigroup ethnic identity
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"neighborhood safety
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"family conflict
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"prosocial behavior
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"acceptance by parents
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"school environment
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"school disengagement
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"close friends
",Independent Variable
Keyin-2025-10.1155_da_6514030.pdf,"multinomial logistic regression
",Statistical Model
Keyin-2025-10.1155_da_6514030.pdf,"site
",Covariate
Keyin-2025-10.1155_da_6514030.pdf,"Adolescents with STA showed a 6.9-fold higher risk of developing AX than baseline HCs in a 3-year period. This finding confirms that STA is an at-risk state for AX. At baseline, we identified key factors that could distinguish between STA and HCs: Depressive symptoms, somatic issues, ADHD symptoms, degree of sluggish cognitive tempo, oppositional defiance symptoms, level of behavioral inhibition, and sensation seeking as diathesis indicators; sleep disturbances and family conflict as stressors.
Compared to HCs, the pivotal risk factors for progression from STA to AX were lack of perseverance and area deprivation, with females being more likely to maintain STA.
Protective factors for a favorable prognosis of STA included the absence of a traumatic history, lack of premeditation, increased physical activity, and a positive school environment.
",Findings
Keyin-2025-10.1155_da_6514030.pdf,"Additionally, the results pertaining to the three patterns also included similar factors, for example, family psychiatric history (assessed broadly across multiple psychiatric conditions), conduct disorder symptoms, and a positive school environment.
",Findings
Keyin-2025-10.1155_da_6514030.pdf,"First, our findings show that being in an at-risk state (STA) is strongly associated with an increased risk of developing an AX, as indicated by a high OR. This provides further confirmation that there is a high level of continuity among anxiety symptoms.
",Findings
Keyin-2025-10.1155_da_6514030.pdf,"Additionally, we identified factors related to transition AX, including psychiatric family history, lack of perseverance, symptoms of conduct disorder, and area deprivation.
Lack of premeditation and a positive school environment were protective factors against developing AX. Lack of perseverance and area deprivation were identified as pivotal for the progression from STA to AX.
",Findings
Keyin-2025-10.1155_da_6514030.pdf,"Additionally, we identified factors related to the persistence of STA, including female sex, psychiatric family history, and symptoms of conduct disorder.
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"version 5.1
",ABCD Release
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"baseline
",ABCD Time Point
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Year 2
",ABCD Time Point
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"age 9-11 years
",Participant Age
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"age 11-14 years
",Participant Age
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Year 3
",ABCD Time Point
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Participants using oral contraceptives (N = 22) were excluded; other 
medications were not.
",Participant
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Baseline primary caregiver-reported Child Behaviour Checklist (CBCL (45)
",Covariate
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Linear mixed effect (LME) models
",Statistical Model
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"E2 
timing or tempo
",Independent Variable
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"BPM-Y symptom scale
",Dependent Variable
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"brain 
development
",Additional Variable
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Bayesian mediation models
",Statistical Model
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"At Year 3, adolescents completed BPM-Y (42), comprising 19 items each for attention, 
internalising, and externalising symptoms drawn from the Child Behaviour Checklist 
(CBCL)/6-18 and scored from 0 (not true) to 2 (very true), and a “total symptoms” 
score.
",DV Supporting Info
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"we found that faster E2 
tempo was associated with an increase in attention, internalising and total mental health 
problems. This association was mediated via greater reductions in total volume and total 
surface area. While E2 timing showed no association with mental health problems, earlier E2 
timing was associated with greater reductions in global and temporal GM.
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"We found no evidence that E2 timing predicted mental health problems, suggesting that an 
early rise in E2 levels during late childhood may not predict emerging psychopathology two 
years later.
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Consistent with hypotheses, a faster increase in E2 across two years was linked to higher 
attention, internalising, and total mental health problems.
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"As hypothesised, higher E2 levels for one’s age in late childhood and a more rapid E2 increase 
with age were associated with decreased GM structure across early adolescence, likely 
reflecting accelerated maturation given typical declines in surface area and volume during this 
period
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Regionally, earlier E2 timing was associated with reduced surface area in the superior and 
middle temporal cortices (MTC) and the banks of the superior temporal sulcus, aligning with 
prior findings of smaller MTC GM density with higher E2 (27), MTC thinning with faster E2 
increases (32), and smaller MTC volumes in physically more mature girls (63).
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"A faster increase in E2 levels (or tempo) was linked to greater reductions in global cortical 
volume and surface area
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"Notably, our findings further suggest that faster E2 tempo is linked to elevated mental health 
problems via accelerated reductions in whole-brain surface area and volume, with significant 
effects for attention and total problems, but not internalising problems.
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"There were no significant associations between E2 timing/tempo and mental health problems 
via WM development, contrasting prior studies (29,31).
",Findings
Khetan-2025-10.1016_j.bpsc.2025.10.006.pdf,"In conclusion, the current study highlights significant effects of tempo of E2 changes on mental 
health problems in early adolescent females, highlighting the mediating role of structural brain 
development. Findings suggest that a greater increase in E2 levels during early adolescence 
may accelerate gray matter structure development, increasing the risk of psychopathology.
",Findings
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,6571,Sample Size
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,5725,Sample Size
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"2-year follow-up
",ABCD Time Point
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"1-year
",ABCD Time Point
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"aged 9 to 11 years
",Participant Age
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"release 3.0,
",ABCD Release
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"The exclusion criteria were reported comorbidities and missing or abnormal values in wearable data.
",Participant
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"Smote Undersampled Random Forest (hyperSMURF) algorithm
",Statistical Model
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"ADHD
",Dependent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"sleep problems
",Dependent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"age
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"height
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"weight
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"heart rate
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"stage of sleep for both the 30- and 60-second records
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"calories
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"intensity
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"metabolic equivalents in the ABCD mobile tech
",Independent Variable
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"In this study, the patients with ADHD showed shorter sleep times and higher intensities of daytime activity compared with the controls.
",Findings
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"However, children with sleep problems napped longer, were more sedentary, and engaged in less vigorous activity than those in the control group.
",Findings
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"We found that many of the top-ranked features for ADHD prediction were variables related to heart rate.
",Findings
Kim-2023-10.1001_jamanetworkopen.2023.3502.pdf,"Generating and processing circadian rhythm–based features and using ML models for predicting ADHD and sleep problems is beneficial for early intervention and prevention in daily life.
",Findings
King-2024-10.1111_jora.12901.pdf,"4.0 release
",ABCD Release
King-2024-10.1111_jora.12901.pdf,"3-year follow-up
",ABCD Time Point
King-2024-10.1111_jora.12901.pdf,"n=5725
",Sample Size
King-2024-10.1111_jora.12901.pdf,"however, 526 participants were excluded from this analysis because they had missing data on one or more of the independent variables needed for analysis.
",Participant
King-2024-10.1111_jora.12901.pdf,"11 to 14 years
",Participant Age
King-2024-10.1111_jora.12901.pdf,"age
",Covariate
King-2024-10.1111_jora.12901.pdf,"gender
",Covariate
King-2024-10.1111_jora.12901.pdf,"race/ethnicity
",Covariate
King-2024-10.1111_jora.12901.pdf,"parental income
",Covariate
King-2024-10.1111_jora.12901.pdf,"structural regression
",Statistical Model
King-2024-10.1111_jora.12901.pdf,"multiple-group analysis
",Statistical Model
King-2024-10.1111_jora.12901.pdf,"pets
",Additional Variable
King-2024-10.1111_jora.12901.pdf,"Peer victimization
",Independent Variable
King-2024-10.1111_jora.12901.pdf,"Emotion Regulation
",Dependent Variable
King-2024-10.1111_jora.12901.pdf,"Three items assessed cognitive reappraisal (ω=.74) (e.g., “When I want to feel less bad (e.g., sad, angry, worried) about something, I think about something different”) and three items assessed expressive suppression (ω=.76) (e.g., “I control my feelings by not showing them”). Because we were interested in both ES and CR regulation, both scales were treated as separate latent variables.
",DV Supporting Info
King-2024-10.1111_jora.12901.pdf,"Overt victimization (ω=.73) was assessed by three items: “a kid chased me like he or she was really trying to hurt me,” “a kid threatened to hurt or beat me up,” and “a kid hit, kicked, or pushed me in a mean way.” Relational victimization (ω=.78) was also calculated as a latent variable with three items: “some kids left me out of an activity or conversation I really wanted to be included in,” “a kid did not invite me to a party or social event though they knew that I wanted to go,” and “a kid left me out of what they were doing.” Finally, reputational victimization (ω=.83) was calculated as a latent variable using: “a kid tried to damage my social reputation by spreading rumors about me,” “another kid gossiped about me so others would not like me,” and “another kid said mean things about me so that people would think I was a loser.”
",IV Supporting Info
King-2024-10.1111_jora.12901.pdf,"As expected from prior literature, relational peer victimization predicted higher expressive suppression across all youth, suggesting victimization that involves interpersonal conflict may put youth at risk for maladaptive emotion regulation.
However, there was no relation between peer victimization and cognitive reappraisal, suggesting that bullying may not relate as directly to adaptive emotion regulation strategies.
",Findings
King-2024-10.1111_jora.12901.pdf,"No significant moderation was found for youth with no pets, youth with dogs, and youth with other pets regarding the overall association between peer victimization and emotion regulation.
",Findings
King-2024-10.1111_jora.12901.pdf,"Furthermore, it is possible that there are more nuanced relations between companion animal support, victimization, and emotion regulation where the effects of pets may differ based on whether youth have other types of supports or lack emotion regulation skills.
",Findings
King-2024-10.1111_jora.12901.pdf,"For youth with dogs, reputational victimization was a significant predictor of expressive suppression, but this association was not significant for youth with no pets or other pets.
",Findings
King-2024-10.1111_jora.12901.pdf,"Overt victimization was not a significant predictor of any form of emotion regulation, which could indicate that physical bullying may have different developmental impacts than relationship and reputational damage.
",Findings
King-2024-10.1111_jora.12901.pdf,"Although pets did not moderate the association between peer victimization and emotion regulation, there were mean-level differences across pet categories in both peer victimization and emotion regulation separately.
Youth with pets (both dogs and other pets) reported experiencing significantly higher relational victimization than youth that do not own pets.
",Findings
King-2024-10.1111_jora.12901.pdf,"Participants who did not have a pet had significantly higher levels of both expressive suppression and cognitive reappraisal compared to other pets; however, youth with dogs were not statistically different from either group.
",Findings
King-2024-10.1111_jora.12901.pdf,"Interestingly, youth without a pet showed higher levels of both maladaptive emotion regulation (expressive suppression) as well as adaptive emotion regulation (cognitive reappraisal), suggesting that having a companion animal might lower overall ER pathways regardless of adaptive directionality.
",Findings
King-2024-10.1111_jora.12901.pdf,"Results of this study also suggest that the type of peer victimization youth experience is an important factor in how they regulate their emotions.
",Findings
King-2024-10.3389_fvets.2024.1364718.pdf,"N=7,590
",Sample Size
King-2024-10.3389_fvets.2024.1364718.pdf,"Release 3.0
",ABCD Release
King-2024-10.3389_fvets.2024.1364718.pdf,"baseline
",ABCD Time Point
King-2024-10.3389_fvets.2024.1364718.pdf,"Approximately 8.6% of the sample (n=855) was missing data for all the key variables of interest, including pet ownership and therefore were removed from the sample for analysis. In addition, due to our primary variable of interest (pet ownership) being a family-level characteristic, we used only one sibling per family.
",Participant
King-2024-10.3389_fvets.2024.1364718.pdf,"9–10years of age
",Participant Age
King-2024-10.3389_fvets.2024.1364718.pdf,"Pet ownership
",Dependent Variable
King-2024-10.3389_fvets.2024.1364718.pdf,"Having a pet in the home was assessed at each of the six time points, which was then used to calculate variables capturing transitions in and out of pet ownership across time points.
",DV Supporting Info
King-2024-10.3389_fvets.2024.1364718.pdf,"1year,
",ABCD Time Point
King-2024-10.3389_fvets.2024.1364718.pdf,"chi-square analysis
",Statistical Model
King-2024-10.3389_fvets.2024.1364718.pdf,"age
",Independent Variable
King-2024-10.3389_fvets.2024.1364718.pdf,"youth sex at birth
",Independent Variable
King-2024-10.3389_fvets.2024.1364718.pdf,"child’s racial and ethnic identity
",Independent Variable
King-2024-10.3389_fvets.2024.1364718.pdf,"employment status
",Independent Variable
King-2024-10.3389_fvets.2024.1364718.pdf,"Results show consistent trends of pet ownership status, with a slight increase from 73 to 75% of the sample owning pets.
",Findings
King-2024-10.3389_fvets.2024.1364718.pdf,"We did not find strong evidence to support a large scale “pandemic pet” boom in our sample of households with children, though there was a small increase in pet acquisition in fall 2020, rising from 1.9% of the sample acquiring a pet in June 2020 to 2.7% in October 2020.
",Findings
King-2024-10.3389_fvets.2024.1364718.pdf,"Pet loss was also not substantial over the course of the first year of the pandemic in homes with adolescents, with only a slight increase in pet loss in spring 2021 (from 1.5% in December 2020 to 2.2% in March 2021).
",Findings
King-2024-10.3389_fvets.2024.1364718.pdf,"However, we  did find that demographic variables were predictive of overall prevalence of pet ownership stability, such that female, White, and employed participants were more likely to consistently have a pet, and Black participants were less likely to consistently own a pet, but also more likely to have acquired a pet.
",Findings
King-2024-10.3389_fvets.2024.1364718.pdf,"We did not find evidence for substantial changes in pet acquisition or relinquishment during the first year of the pandemic for families with adolescents in the U.S.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"release 2.0.1
",ABCD Release
Kirlic-2021-10.1111_cdev.13578.pdf,"baseline
",ABCD Time Point
Kirlic-2021-10.1111_cdev.13578.pdf,"9,718",Sample Size
Kirlic-2021-10.1111_cdev.13578.pdf,"9.89 years old
",Participant Age
Kirlic-2021-10.1111_cdev.13578.pdf,"We excluded from the analysis participants without data for the FCF composite score. Next, in order to limit dependence in the response variable, we randomly selected one child per family where multiple siblings were assessed
",Participant
Kirlic-2021-10.1111_cdev.13578.pdf,"FCF
",Dependent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"A composite FCF score is generated by a combination of scores from the following tasks: Dimensional Change Card Sort measuring ability to plan, organize, and execute goaldirected behaviors; Flanker Inhibitory Control and Attention measuring the ability to handle multiple environmental stimuli; Picture Sequence Memory measuring episodic memory including the acquisition, storage, and retrieval of information; List Sorting Working Memory measuring the ability to store, manipulate, and hold new information; and Pattern Comparison Processing Speed measuring the ability to process new information within a certain amount of time.
",DV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"SES
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"neighborhood crime rates
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"perceived safety and presence of crime in one’s neighborhood
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"child accessibility to substances
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"basic needs unaffordability
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"parental psychopathology
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"adaptive functioning scores
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"history of psychopathology among first- and seconddegree relatives
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"Family Conflict subscale of the Family Environment Scale
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"perception of parental monitoring
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"parental warmth, acceptance, and responsiveness
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"sleep initiation
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"sleep maintenance
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"Extracurricular activities
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"Physical exercise
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"body mass index
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"waist circumference
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"engaging in various screen media activities on a typical weekday and weekend day.
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"child dimensional psychopathology
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"child’s level of mania symptoms
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"Child trauma exposure
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"child self-reports of behavior
",Independent Variable
Kirlic-2021-10.1111_cdev.13578.pdf,"measured in part using relative income disparity, a neighborhood-level subscore of the Area Deprivation Index defined as the log of 100× ratio of number of households with < $10,000 income to number of households with ≥$50,000 annual income in a participant’s neighborhood (Singh, 2003).
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"indicating whether families had ever experienced a lack of various services (e.g., medical care, utilities, food) due to unaffordability.
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"from which we used empirically based composite scores for internalizing and externalizing symptoms
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"measured from a posttraumatic stress symptom subscale of the Kiddie Schedule for Affective Disorders and Schizophrenia for Diagnostic and Statistical Manual of Mental Disorders, 5th ed.
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"four subscales of the Behavioral Inhibition and Behavioral Activation Scales (Barch et al., 2018) and the Urgency, Premeditation, Perseverance, Sensation Seeking, Positive Urgency subscales on the Impulsive Behavior Scale for Children (Barch et al., 2018).
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"Categories included passive use such as watching TV, movies, or Internet videos, and active or social use such as playing video games, texting, video chatting, or visiting social media sites (Bagot et al., 2018).
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"(response options from “none”, “< 30 min”, “30 min”, then 1-hr increments up to 4+ hr)
",IV Supporting Info
Kirlic-2021-10.1111_cdev.13578.pdf,"linear mixed effects
",Statistical Model
Kirlic-2021-10.1111_cdev.13578.pdf,"Using a data-driven atheoretical approach, our model explained approximately 15% of variance in FCF scores.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"Fifteen variables with the highest importance associated with FCF that were identified by the ML analysis fell into two broad categories: socioeconomic-environmental and child-specific.
With respect to socioeconomic-environmental variables, greater FCF scores were related to (a) higher family income, (b) parents married and/or living together, (c) parents with graduate-level education, and (d) increased perceived neighborhood safety. Lower FCF scores, on the other hand, were related to (a) racial minority status and (b) SES including lower family income, increased relative income disparity, and increased unaffordability for basic needs.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"Regarding child-specific predictors, lower FCF scores were related to (a) youth general psychopathology, including increased symptoms of mania and externalizing behaviors, as well as (b) increased youth self-reported drive, or motivation to complete one’s goals. In contrast, greater FCF scores were related to (a) more hours of sleep, (b) more hours spent engaged in any type of extracurricular activity (e.g., individual physical, group physical, and art-related activities), and (c) fewer hours spent on screen media activity during the week.
In particular, less time spent watching TV shows, movies, and Internet videos, using social media platforms, and video chatting were all related to greater FCF. In addition, less time spent both watching R-rated films and playing mature-rated video games were associated with greater FCF.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"Our findings pointing to negative relations between FCF and symptoms of mania and externalizing problems support previous work that impairment in processes underlying irritability, changes in mood, and aggressive and rule-breaking behavior
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"The negative relation between FCF and exaggerated motivation to inflexibly pursue one’s goals is also in line with this research.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"In this sample, involvement with extracurricular activities was positively associated with measures of SES, including family income and caregiver education. While child’s extracurricular engagement may in part reflect family’s SES, which in turn has been known to be related to cognitive functioning, data from previous research show that extracurricular involvement exerts unique effects on cognitive functioning.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"Our data on the full sample also suggest that different types of screen media activity may have divergent effects on cognitive function, specifically that time spent watching TV, movies, and Internet videos and playing mature-rated video games had the strongest dose–response negative relation with FCF.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"It is also noteworthy that a nonlinear relation between weekday screen time and FCF was observed. This suggests that limited time spent on devices during the week may not have detrimental effects.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"The variables identified as important correlates of FCF in this study, although unique, may be interrelated and reflect greater systemic issues facing families.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"It can be posited that families who live in impoverished environments have fewer resources (e.g., financial, time commitment due to more irregular work schedules) to provide opportunities for enriching extracurricular activities and supervision over healthy behavioral habits (i.e., sleep and screen media activity) in their children. Nevertheless, even though factors influencing FCF are complex, extracurricular enrichment, screen media activity, and sleep may be targeted by pragmatic, scalable, and systemic interventions.
",Findings
Kirlic-2021-10.1111_cdev.13578.pdf,"In addition to socioeconomic disparity factors previously associated with poor cognitive functioning, we identified a number of novel and potentially modifiable behavioral factors, including participation in extracurricular activities, screen media time activity, and sleep duration.
",Findings
Klein-2023-10.1080_13811118.2022.2075815.pdf,"first-year follow-up
",ABCD Time Point
Klein-2023-10.1080_13811118.2022.2075815.pdf,"SGM
",Independent Variable
Klein-2023-10.1080_13811118.2022.2075815.pdf,"In accordance with prior research, youths responding “yes” or “maybe” to either item were coded as probable SGM; those who declined to answer or did not understand the question and had no affirmative SGM responses were coded as probable non-SGM
",IV Supporting Info
Klein-2023-10.1080_13811118.2022.2075815.pdf,"Lifetime (past and current) suicidal behaviors
",Dependent Variable
